,YEAR,MONTH,DAY,STID,TMIN (F)
774,2004,8,13,NRMN,59.95
775,2004,8,14,NRMN,58.77
776,2004,8,15,NRMN,62.85
777,2004,8,16,NRMN,64.44
778,2004,8,17,NRMN,65.57
779,2004,8,18,NRMN,66.97
780,2004,8,19,NRMN,67.03
781,2004,8,20,NRMN,58.6
782,2004,8,21,NRMN,54.37
783,2004,8,22,NRMN,68.41
784,2004,8,23,NRMN,70.47
785,2004,8,24,NRMN,73.74
786,2004,8,25,NRMN,77.0
787,2004,8,26,NRMN,75.56
788,2004,8,27,NRMN,73.24
789,2004,8,28,NRMN,67.08
790,2004,8,29,NRMN,57.83
791,2004,8,30,NRMN,57.99
792,2004,8,31,NRMN,60.26
793,2004,9,1,NRMN,61.52
794,2004,9,2,NRMN,66.38
795,2004,9,3,NRMN,64.24
796,2004,9,4,NRMN,68.49
797,2004,9,5,NRMN,70.25
798,2004,9,6,NRMN,63.61
799,2004,9,7,NRMN,57.87
800,2004,9,8,NRMN,50.83
801,2004,9,9,NRMN,48.31
802,2004,9,10,NRMN,51.73
803,2004,9,11,NRMN,64.18
804,2004,9,12,NRMN,66.7
805,2004,9,13,NRMN,66.6
806,2004,9,14,NRMN,70.36
807,2004,9,15,NRMN,72.88
808,2004,9,16,NRMN,70.95
809,2004,9,17,NRMN,70.79
810,2004,9,18,NRMN,72.93
811,2004,9,19,NRMN,69.33
812,2004,9,20,NRMN,64.26
813,2004,9,21,NRMN,67.93
814,2004,9,22,NRMN,65.05
815,2004,9,23,NRMN,63.45
816,2004,9,24,NRMN,62.01
817,2004,9,25,NRMN,56.14
818,2004,9,26,NRMN,59.31
819,2004,9,27,NRMN,53.98
820,2004,9,28,NRMN,53.28
821,2004,9,29,NRMN,54.97
822,2004,9,30,NRMN,55.9
823,2004,10,1,NRMN,57.02
824,2004,10,2,NRMN,45.75
825,2004,10,3,NRMN,41.97
826,2004,10,4,NRMN,57.65
827,2004,10,5,NRMN,52.93
828,2004,10,6,NRMN,60.8
829,2004,10,7,NRMN,62.37
830,2004,10,8,NRMN,59.97
831,2004,10,9,NRMN,58.33
832,2004,10,10,NRMN,58.44
833,2004,10,11,NRMN,51.26
834,2004,10,12,NRMN,44.73
835,2004,10,13,NRMN,47.3
836,2004,10,14,NRMN,42.03
837,2004,10,15,NRMN,45.33
838,2004,10,16,NRMN,41.97
839,2004,10,17,NRMN,50.05
840,2004,10,18,NRMN,56.7
841,2004,10,19,NRMN,48.34
842,2004,10,20,NRMN,54.18
843,2004,10,21,NRMN,58.37
844,2004,10,22,NRMN,65.43
845,2004,10,23,NRMN,47.05
846,2004,10,24,NRMN,44.27
847,2004,10,25,NRMN,65.98
848,2004,10,26,NRMN,66.47
849,2004,10,27,NRMN,66.83
850,2004,10,28,NRMN,68.67
851,2004,10,29,NRMN,54.36
852,2004,10,30,NRMN,44.56
853,2004,10,31,NRMN,58.75
854,2004,11,1,NRMN,52.81
855,2004,11,2,NRMN,46.26
856,2004,11,3,NRMN,36.73
857,2004,11,4,NRMN,32.69
858,2004,11,5,NRMN,35.93
859,2004,11,6,NRMN,39.65
860,2004,11,7,NRMN,40.34
861,2004,11,8,NRMN,48.06
862,2004,11,9,NRMN,49.78
863,2004,11,10,NRMN,51.04
864,2004,11,11,NRMN,40.87
865,2004,11,12,NRMN,39.54
866,2004,11,13,NRMN,38.03
867,2004,11,14,NRMN,40.56
868,2004,11,15,NRMN,47.19
869,2004,11,16,NRMN,56.05
870,2004,11,17,NRMN,56.03
871,2004,11,18,NRMN,54.64
872,2004,11,19,NRMN,46.76
873,2004,11,20,NRMN,44.91
874,2004,11,21,NRMN,46.34
875,2004,11,22,NRMN,45.64
876,2004,11,23,NRMN,42.82
877,2004,11,24,NRMN,30.28
878,2004,11,25,NRMN,29.86
879,2004,11,26,NRMN,45.07
880,2004,11,27,NRMN,33.66
881,2004,11,28,NRMN,33.23
882,2004,11,29,NRMN,35.67
883,2004,11,30,NRMN,26.98
884,2004,12,1,NRMN,25.71
885,2004,12,2,NRMN,27.87
886,2004,12,3,NRMN,23.96
887,2004,12,4,NRMN,26.29
888,2004,12,5,NRMN,44.7
889,2004,12,6,NRMN,44.92
890,2004,12,7,NRMN,33.8
891,2004,12,8,NRMN,42.2
892,2004,12,9,NRMN,34.51
893,2004,12,10,NRMN,34.86
894,2004,12,11,NRMN,29.75
895,2004,12,12,NRMN,34.64
896,2004,12,13,NRMN,28.51
897,2004,12,14,NRMN,20.87
898,2004,12,15,NRMN,22.34
899,2004,12,16,NRMN,32.87
900,2004,12,17,NRMN,36.98
901,2004,12,18,NRMN,34.73
902,2004,12,19,NRMN,29.95
903,2004,12,20,NRMN,33.16
904,2004,12,21,NRMN,33.07
905,2004,12,22,NRMN,16.86
906,2004,12,23,NRMN,11.79
907,2004,12,24,NRMN,9.01
908,2004,12,25,NRMN,17.76
909,2004,12,26,NRMN,23.7
910,2004,12,27,NRMN,38.48
911,2004,12,28,NRMN,41.57
912,2004,12,29,NRMN,47.19
913,2004,12,30,NRMN,54.34
914,2004,12,31,NRMN,50.92
915,2005,1,1,NRMN,58.26
916,2005,1,2,NRMN,41.25
917,2005,1,3,NRMN,37.46
918,2005,1,4,NRMN,34.62
919,2005,1,5,NRMN,14.92
920,2005,1,6,NRMN,11.8
921,2005,1,7,NRMN,23.59
922,2005,1,8,NRMN,22.41
923,2005,1,9,NRMN,40.43
924,2005,1,10,NRMN,38.97
925,2005,1,11,NRMN,31.71
926,2005,1,12,NRMN,32.89
927,2005,1,13,NRMN,26.11
928,2005,1,14,NRMN,20.33
929,2005,1,15,NRMN,17.22
930,2005,1,16,NRMN,14.31
931,2005,1,17,NRMN,15.67
932,2005,1,18,NRMN,22.4
933,2005,1,19,NRMN,28.19
934,2005,1,20,NRMN,31.02
935,2005,1,21,NRMN,34.1
936,2005,1,22,NRMN,21.94
937,2005,1,23,NRMN,12.61
938,2005,1,24,NRMN,29.92
939,2005,1,25,NRMN,42.36
940,2005,1,26,NRMN,40.24
941,2005,1,27,NRMN,35.55
942,2005,1,28,NRMN,32.12
943,2005,1,29,NRMN,32.92
944,2005,1,30,NRMN,29.83
945,2005,1,31,NRMN,33.16
946,2005,2,1,NRMN,33.04
947,2005,2,2,NRMN,33.19
948,2005,2,3,NRMN,26.21
949,2005,2,4,NRMN,26.8
950,2005,2,5,NRMN,35.03
951,2005,2,6,NRMN,44.13
952,2005,2,7,NRMN,33.08
953,2005,2,8,NRMN,31.38
954,2005,2,9,NRMN,21.78
955,2005,2,10,NRMN,26.48
956,2005,2,11,NRMN,36.95
957,2005,2,12,NRMN,47.59
958,2005,2,13,NRMN,47.07
959,2005,2,14,NRMN,36.75
960,2005,2,15,NRMN,45.13
961,2005,2,16,NRMN,36.86
962,2005,2,17,NRMN,34.06
963,2005,2,18,NRMN,33.47
964,2005,2,19,NRMN,42.47
965,2005,2,20,NRMN,56.46
966,2005,2,21,NRMN,39.0
967,2005,2,22,NRMN,38.46
968,2005,2,23,NRMN,38.12
969,2005,2,24,NRMN,33.86
970,2005,2,25,NRMN,30.45
971,2005,2,26,NRMN,42.25
972,2005,2,27,NRMN,40.47
973,2005,2,28,NRMN,30.57
974,2005,3,1,NRMN,28.71
975,2005,3,2,NRMN,31.01
976,2005,3,3,NRMN,38.58
977,2005,3,4,NRMN,45.1
978,2005,3,5,NRMN,41.01
979,2005,3,6,NRMN,46.34
980,2005,3,7,NRMN,39.64
981,2005,3,8,NRMN,30.94
982,2005,3,9,NRMN,38.4
983,2005,3,10,NRMN,36.35
984,2005,3,11,NRMN,33.81
985,2005,3,12,NRMN,51.55
986,2005,3,13,NRMN,35.9
987,2005,3,14,NRMN,35.0
988,2005,3,15,NRMN,39.24
989,2005,3,16,NRMN,33.68
990,2005,3,17,NRMN,28.87
991,2005,3,18,NRMN,46.69
992,2005,3,19,NRMN,36.01
993,2005,3,20,NRMN,41.48
994,2005,3,21,NRMN,49.41
995,2005,3,22,NRMN,41.6
996,2005,3,23,NRMN,38.22
997,2005,3,24,NRMN,43.49
998,2005,3,25,NRMN,42.26
999,2005,3,26,NRMN,41.57
1000,2005,3,27,NRMN,36.95
1001,2005,3,28,NRMN,31.04
1002,2005,3,29,NRMN,56.95
1003,2005,3,30,NRMN,51.75
1004,2005,3,31,NRMN,47.05
1005,2005,4,1,NRMN,39.35
1006,2005,4,2,NRMN,34.48
1007,2005,4,3,NRMN,48.51
1008,2005,4,4,NRMN,56.46
1009,2005,4,5,NRMN,55.38
1010,2005,4,6,NRMN,48.83
1011,2005,4,7,NRMN,49.64
1012,2005,4,8,NRMN,40.14
1013,2005,4,9,NRMN,58.75
1014,2005,4,10,NRMN,61.03
1015,2005,4,11,NRMN,47.82
1016,2005,4,12,NRMN,44.04
1017,2005,4,13,NRMN,40.33
1018,2005,4,14,NRMN,42.72
1019,2005,4,15,NRMN,43.14
1020,2005,4,16,NRMN,49.71
1021,2005,4,17,NRMN,56.75
1022,2005,4,18,NRMN,61.21
1023,2005,4,19,NRMN,63.14
1024,2005,4,20,NRMN,64.54
1025,2005,4,21,NRMN,54.61
1026,2005,4,22,NRMN,48.92
1027,2005,4,23,NRMN,41.94
1028,2005,4,24,NRMN,38.82
1029,2005,4,25,NRMN,43.57
1030,2005,4,26,NRMN,39.12
1031,2005,4,27,NRMN,45.4
1032,2005,4,28,NRMN,55.51
1033,2005,4,29,NRMN,45.28
1034,2005,4,30,NRMN,38.7
1035,2005,5,1,NRMN,38.23
1036,2005,5,2,NRMN,43.97
1037,2005,5,3,NRMN,42.61
1038,2005,5,4,NRMN,43.92
1039,2005,5,5,NRMN,53.28
1040,2005,5,6,NRMN,57.49
1041,2005,5,7,NRMN,63.16
1042,2005,5,8,NRMN,63.77
1043,2005,5,9,NRMN,57.52
1044,2005,5,10,NRMN,65.12
1045,2005,5,11,NRMN,69.66
1046,2005,5,12,NRMN,68.58
1047,2005,5,13,NRMN,59.31
1048,2005,5,14,NRMN,56.35
1049,2005,5,15,NRMN,52.41
1050,2005,5,16,NRMN,53.31
1051,2005,5,17,NRMN,59.56
1052,2005,5,18,NRMN,67.37
1053,2005,5,19,NRMN,68.04
1054,2005,5,20,NRMN,66.74
1055,2005,5,21,NRMN,70.36
1056,2005,5,22,NRMN,71.96
1057,2005,5,23,NRMN,68.54
1058,2005,5,24,NRMN,67.21
1059,2005,5,25,NRMN,63.82
1060,2005,5,26,NRMN,59.16
1061,2005,5,27,NRMN,57.54
1062,2005,5,28,NRMN,52.84
1063,2005,5,29,NRMN,64.06
1064,2005,5,30,NRMN,64.96
1065,2005,5,31,NRMN,62.29
1066,2005,6,1,NRMN,61.61
1067,2005,6,2,NRMN,62.28
1068,2005,6,3,NRMN,70.41
1069,2005,6,4,NRMN,65.55
1070,2005,6,5,NRMN,65.34
1071,2005,6,6,NRMN,65.88
1072,2005,6,7,NRMN,70.47
1073,2005,6,8,NRMN,74.75
1074,2005,6,9,NRMN,72.25
1075,2005,6,10,NRMN,64.72
1076,2005,6,11,NRMN,63.07
1077,2005,6,12,NRMN,62.8
1078,2005,6,13,NRMN,63.88
1079,2005,6,14,NRMN,62.19
1080,2005,6,15,NRMN,63.18
1081,2005,6,16,NRMN,64.38
1082,2005,6,17,NRMN,65.32
1083,2005,6,18,NRMN,66.13
1084,2005,6,19,NRMN,69.57
1085,2005,6,20,NRMN,65.53
1086,2005,6,21,NRMN,61.79
1087,2005,6,22,NRMN,63.97
1088,2005,6,23,NRMN,70.97
1089,2005,6,24,NRMN,72.16
1090,2005,6,25,NRMN,71.24
1091,2005,6,26,NRMN,73.44
1092,2005,6,27,NRMN,72.25
1093,2005,6,28,NRMN,72.61
1094,2005,6,29,NRMN,71.82
1095,2005,6,30,NRMN,73.13
1096,2005,7,1,NRMN,68.54
1097,2005,7,2,NRMN,68.7
1098,2005,7,3,NRMN,69.96
1099,2005,7,4,NRMN,64.76
1100,2005,7,5,NRMN,67.3
1101,2005,7,6,NRMN,67.75
1102,2005,7,7,NRMN,67.84
1103,2005,7,8,NRMN,66.7
1104,2005,7,9,NRMN,67.5
1105,2005,7,10,NRMN,68.45
1106,2005,7,11,NRMN,69.75
1107,2005,7,12,NRMN,69.82
1108,2005,7,13,NRMN,69.46
1109,2005,7,14,NRMN,68.0
1110,2005,7,15,NRMN,71.6
1111,2005,7,16,NRMN,68.56
1112,2005,7,17,NRMN,71.6
1113,2005,7,18,NRMN,73.56
1114,2005,7,19,NRMN,73.71
1115,2005,7,20,NRMN,74.5
1116,2005,7,21,NRMN,72.79
1117,2005,7,22,NRMN,75.94
1118,2005,7,23,NRMN,77.0
1119,2005,7,24,NRMN,74.17
1120,2005,7,25,NRMN,77.2
1121,2005,7,26,NRMN,69.55
1122,2005,7,27,NRMN,63.16
1123,2005,7,28,NRMN,54.9
1124,2005,7,29,NRMN,58.14
1125,2005,7,30,NRMN,61.7
1126,2005,7,31,NRMN,66.42
1127,2005,8,1,NRMN,64.98
1128,2005,8,2,NRMN,72.64
1129,2005,8,3,NRMN,71.24
1130,2005,8,4,NRMN,71.17
1131,2005,8,5,NRMN,71.92
1132,2005,8,6,NRMN,68.56
1133,2005,8,7,NRMN,69.53
1134,2005,8,8,NRMN,67.14
1135,2005,8,9,NRMN,69.19
1136,2005,8,10,NRMN,69.22
1137,2005,8,11,NRMN,69.82
1138,2005,8,12,NRMN,73.69
1139,2005,8,13,NRMN,68.74
1140,2005,8,14,NRMN,70.12
1141,2005,8,15,NRMN,69.84
1142,2005,8,16,NRMN,69.71
1143,2005,8,17,NRMN,71.69
1144,2005,8,18,NRMN,75.88
1145,2005,8,19,NRMN,75.56
1146,2005,8,20,NRMN,71.1
1147,2005,8,21,NRMN,68.61
1148,2005,8,22,NRMN,69.69
1149,2005,8,23,NRMN,69.55
1150,2005,8,24,NRMN,73.94
1151,2005,8,25,NRMN,73.0
1152,2005,8,26,NRMN,75.13
1153,2005,8,27,NRMN,67.86
1154,2005,8,28,NRMN,66.15
1155,2005,8,29,NRMN,66.47
1156,2005,8,30,NRMN,64.44
1157,2005,8,31,NRMN,64.35
1158,2005,9,1,NRMN,62.69
1159,2005,9,2,NRMN,71.98
1160,2005,9,3,NRMN,66.25
1161,2005,9,4,NRMN,70.48
1162,2005,9,5,NRMN,67.39
1163,2005,9,6,NRMN,64.78
1164,2005,9,7,NRMN,69.98
1165,2005,9,8,NRMN,66.29
1166,2005,9,9,NRMN,64.54
1167,2005,9,10,NRMN,68.79
1168,2005,9,11,NRMN,72.36
1169,2005,9,12,NRMN,72.16
1170,2005,9,13,NRMN,72.7
1171,2005,9,14,NRMN,67.96
1172,2005,9,15,NRMN,60.04
1173,2005,9,16,NRMN,54.79
1174,2005,9,17,NRMN,53.82
1175,2005,9,18,NRMN,76.77
1176,2005,9,19,NRMN,72.14
1177,2005,9,20,NRMN,70.41
1178,2005,9,21,NRMN,70.97
1179,2005,9,22,NRMN,68.83
1180,2005,9,23,NRMN,66.33
1181,2005,9,24,NRMN,66.92
1182,2005,9,25,NRMN,66.65
1183,2005,9,26,NRMN,66.65
1184,2005,9,27,NRMN,61.14
1185,2005,9,28,NRMN,58.59
1186,2005,9,29,NRMN,51.82
1187,2005,9,30,NRMN,52.48
1188,2005,10,1,NRMN,64.38
1189,2005,10,2,NRMN,72.27
1190,2005,10,3,NRMN,72.79
1191,2005,10,4,NRMN,70.79
1192,2005,10,5,NRMN,54.99
1193,2005,10,6,NRMN,46.92
1194,2005,10,7,NRMN,45.94
1195,2005,10,8,NRMN,44.08
1196,2005,10,9,NRMN,45.97
1197,2005,10,10,NRMN,57.22
1198,2005,10,11,NRMN,53.91
1199,2005,10,12,NRMN,48.99
1200,2005,10,13,NRMN,53.91
1201,2005,10,14,NRMN,49.12
1202,2005,10,15,NRMN,53.4
1203,2005,10,16,NRMN,52.88
1204,2005,10,17,NRMN,59.63
1205,2005,10,18,NRMN,59.07
1206,2005,10,19,NRMN,63.28
1207,2005,10,20,NRMN,51.4
1208,2005,10,21,NRMN,47.43
1209,2005,10,22,NRMN,48.31
1210,2005,10,23,NRMN,32.89
1211,2005,10,24,NRMN,31.4
1212,2005,10,25,NRMN,30.14
1213,2005,10,26,NRMN,40.8
1214,2005,10,27,NRMN,44.27
1215,2005,10,28,NRMN,43.62
1216,2005,10,29,NRMN,48.7
1217,2005,10,30,NRMN,54.28
1218,2005,10,31,NRMN,40.83
1219,2005,11,1,NRMN,33.74
1220,2005,11,2,NRMN,46.12
1221,2005,11,3,NRMN,53.91
1222,2005,11,4,NRMN,60.21
1223,2005,11,5,NRMN,47.89
1224,2005,11,6,NRMN,38.69
1225,2005,11,7,NRMN,53.35
1226,2005,11,8,NRMN,64.24
1227,2005,11,9,NRMN,47.98
1228,2005,11,10,NRMN,38.97
1229,2005,11,11,NRMN,44.72
1230,2005,11,12,NRMN,50.83
1231,2005,11,13,NRMN,44.9
1232,2005,11,14,NRMN,35.14
1233,2005,11,15,NRMN,35.31
1234,2005,11,16,NRMN,22.4
1235,2005,11,17,NRMN,24.74
1236,2005,11,18,NRMN,28.03
1237,2005,11,19,NRMN,38.11
1238,2005,11,20,NRMN,31.15
1239,2005,11,21,NRMN,26.79
1240,2005,11,22,NRMN,32.4
1241,2005,11,23,NRMN,34.55
1242,2005,11,24,NRMN,38.88
1243,2005,11,25,NRMN,32.74
1244,2005,11,26,NRMN,50.09
1245,2005,11,27,NRMN,43.12
1246,2005,11,28,NRMN,35.84
1247,2005,11,29,NRMN,25.07
1248,2005,11,30,NRMN,21.81
1249,2005,12,1,NRMN,24.34
1250,2005,12,2,NRMN,25.77
1251,2005,12,3,NRMN,31.38
1252,2005,12,4,NRMN,24.24
1253,2005,12,5,NRMN,19.68
1254,2005,12,6,NRMN,20.56
1255,2005,12,7,NRMN,12.6
1256,2005,12,8,NRMN,4.73
1257,2005,12,9,NRMN,5.02
1258,2005,12,10,NRMN,18.77
1259,2005,12,11,NRMN,26.11
1260,2005,12,12,NRMN,28.68
1261,2005,12,13,NRMN,27.4
1262,2005,12,14,NRMN,26.71
1263,2005,12,15,NRMN,21.74
1264,2005,12,16,NRMN,18.7
1265,2005,12,17,NRMN,36.24
1266,2005,12,18,NRMN,27.61
1267,2005,12,19,NRMN,24.56
1268,2005,12,20,NRMN,28.62
1269,2005,12,21,NRMN,24.35
1270,2005,12,22,NRMN,33.31
1271,2005,12,23,NRMN,39.78
1272,2005,12,24,NRMN,40.52
1273,2005,12,25,NRMN,33.07
1274,2005,12,26,NRMN,42.48
1275,2005,12,27,NRMN,50.04
1276,2005,12,28,NRMN,37.06
1277,2005,12,29,NRMN,30.54
1278,2005,12,30,NRMN,34.44
1279,2005,12,31,NRMN,35.02
1280,2006,1,1,NRMN,53.06
1281,2006,1,2,NRMN,35.64
1282,2006,1,3,NRMN,31.54
1283,2006,1,4,NRMN,39.54
1284,2006,1,5,NRMN,34.97
1285,2006,1,6,NRMN,26.36
1286,2006,1,7,NRMN,33.6
1287,2006,1,8,NRMN,38.82
1288,2006,1,9,NRMN,34.59
1289,2006,1,10,NRMN,30.82
1290,2006,1,11,NRMN,32.38
1291,2006,1,12,NRMN,42.17
1292,2006,1,13,NRMN,30.18
1293,2006,1,14,NRMN,25.37
1294,2006,1,15,NRMN,53.4
1295,2006,1,16,NRMN,39.02
1296,2006,1,17,NRMN,30.2
1297,2006,1,18,NRMN,31.14
1298,2006,1,19,NRMN,49.08
1299,2006,1,20,NRMN,35.87
1300,2006,1,21,NRMN,22.41
1301,2006,1,22,NRMN,30.5
1302,2006,1,23,NRMN,24.08
1303,2006,1,24,NRMN,33.63
1304,2006,1,25,NRMN,28.69
1305,2006,1,26,NRMN,45.06
1306,2006,1,27,NRMN,41.84
1307,2006,1,28,NRMN,40.33
1308,2006,1,29,NRMN,30.23
1309,2006,1,30,NRMN,31.94
1310,2006,1,31,NRMN,35.53
1311,2006,2,1,NRMN,37.66
1312,2006,2,2,NRMN,42.13
1313,2006,2,3,NRMN,36.31
1314,2006,2,4,NRMN,31.44
1315,2006,2,5,NRMN,34.83
1316,2006,2,6,NRMN,32.17
1317,2006,2,7,NRMN,23.34
1318,2006,2,8,NRMN,27.77
1319,2006,2,9,NRMN,24.91
1320,2006,2,10,NRMN,36.5
1321,2006,2,11,NRMN,19.3
1322,2006,2,12,NRMN,17.47
1323,2006,2,13,NRMN,18.96
1324,2006,2,14,NRMN,37.88
1325,2006,2,15,NRMN,46.44
1326,2006,2,16,NRMN,26.8
1327,2006,2,17,NRMN,19.34
1328,2006,2,18,NRMN,12.29
1329,2006,2,19,NRMN,16.5
1330,2006,2,20,NRMN,24.64
1331,2006,2,21,NRMN,29.98
1332,2006,2,22,NRMN,29.34
1333,2006,2,23,NRMN,25.85
1334,2006,2,24,NRMN,35.89
1335,2006,2,25,NRMN,35.75
1336,2006,2,26,NRMN,26.04
1337,2006,2,27,NRMN,44.86
1338,2006,2,28,NRMN,48.63
1339,2006,3,1,NRMN,62.74
1340,2006,3,2,NRMN,48.47
1341,2006,3,3,NRMN,44.74
1342,2006,3,4,NRMN,47.14
1343,2006,3,5,NRMN,47.79
1344,2006,3,6,NRMN,36.14
1345,2006,3,7,NRMN,59.11
1346,2006,3,8,NRMN,64.29
1347,2006,3,9,NRMN,45.19
1348,2006,3,10,NRMN,46.58
1349,2006,3,11,NRMN,56.59
1350,2006,3,12,NRMN,59.25
1351,2006,3,13,NRMN,37.18
1352,2006,3,14,NRMN,28.56
1353,2006,3,15,NRMN,45.29
1354,2006,3,16,NRMN,47.86
1355,2006,3,17,NRMN,33.54
1356,2006,3,18,NRMN,43.63
1357,2006,3,19,NRMN,42.47
1358,2006,3,20,NRMN,38.74
1359,2006,3,21,NRMN,35.86
1360,2006,3,22,NRMN,33.02
1361,2006,3,23,NRMN,28.91
1362,2006,3,24,NRMN,24.26
1363,2006,3,25,NRMN,27.99
1364,2006,3,26,NRMN,44.89
1365,2006,3,27,NRMN,47.03
1366,2006,3,28,NRMN,39.83
1367,2006,3,29,NRMN,53.01
1368,2006,3,30,NRMN,61.74
1369,2006,3,31,NRMN,52.93
1370,2006,4,1,NRMN,55.4
1371,2006,4,2,NRMN,58.32
1372,2006,4,3,NRMN,50.4
1373,2006,4,4,NRMN,40.12
1374,2006,4,5,NRMN,61.93
1375,2006,4,6,NRMN,64.63
1376,2006,4,7,NRMN,47.95
1377,2006,4,8,NRMN,42.85
1378,2006,4,9,NRMN,34.37
1379,2006,4,10,NRMN,54.09
1380,2006,4,11,NRMN,61.02
1381,2006,4,12,NRMN,59.47
1382,2006,4,13,NRMN,62.24
1383,2006,4,14,NRMN,65.53
1384,2006,4,15,NRMN,68.83
1385,2006,4,16,NRMN,57.74
1386,2006,4,17,NRMN,55.36
1387,2006,4,18,NRMN,63.09
1388,2006,4,19,NRMN,51.03
1389,2006,4,20,NRMN,53.29
1390,2006,4,21,NRMN,56.07
1391,2006,4,22,NRMN,57.18
1392,2006,4,23,NRMN,68.23
1393,2006,4,24,NRMN,61.02
1394,2006,4,25,NRMN,45.69
1395,2006,4,26,NRMN,45.16
1396,2006,4,27,NRMN,42.69
1397,2006,4,28,NRMN,60.01
1398,2006,4,29,NRMN,52.38
1399,2006,4,30,NRMN,49.19
1400,2006,5,1,NRMN,52.74
1401,2006,5,2,NRMN,60.22
1402,2006,5,3,NRMN,60.89
1403,2006,5,4,NRMN,59.05
1404,2006,5,5,NRMN,53.24
1405,2006,5,6,NRMN,54.7
1406,2006,5,7,NRMN,55.08
1407,2006,5,8,NRMN,58.33
1408,2006,5,9,NRMN,68.43
1409,2006,5,10,NRMN,47.88
1410,2006,5,11,NRMN,47.48
1411,2006,5,12,NRMN,45.24
1412,2006,5,13,NRMN,51.94
1413,2006,5,14,NRMN,55.54
1414,2006,5,15,NRMN,47.68
1415,2006,5,16,NRMN,48.92
1416,2006,5,17,NRMN,49.84
1417,2006,5,18,NRMN,57.04
1418,2006,5,19,NRMN,67.59
1419,2006,5,20,NRMN,68.52
1420,2006,5,21,NRMN,69.71
1421,2006,5,22,NRMN,67.91
1422,2006,5,23,NRMN,69.26
1423,2006,5,24,NRMN,72.34
1424,2006,5,25,NRMN,70.84
1425,2006,5,26,NRMN,72.23
1426,2006,5,27,NRMN,74.26
1427,2006,5,28,NRMN,76.05
1428,2006,5,29,NRMN,70.83
1429,2006,5,30,NRMN,69.35
1430,2006,5,31,NRMN,65.5
1431,2006,6,1,NRMN,65.93
1432,2006,6,2,NRMN,61.32
1433,2006,6,3,NRMN,59.94
1434,2006,6,4,NRMN,68.41
1435,2006,6,5,NRMN,71.73
1436,2006,6,6,NRMN,73.38
1437,2006,6,7,NRMN,67.62
1438,2006,6,8,NRMN,61.3
1439,2006,6,9,NRMN,64.49
1440,2006,6,10,NRMN,70.99
1441,2006,6,11,NRMN,74.8
1442,2006,6,12,NRMN,68.59
1443,2006,6,13,NRMN,67.1
1444,2006,6,14,NRMN,64.45
1445,2006,6,15,NRMN,68.47
1446,2006,6,16,NRMN,74.64
1447,2006,6,17,NRMN,62.91
1448,2006,6,18,NRMN,61.38
1449,2006,6,19,NRMN,69.24
1450,2006,6,20,NRMN,71.15
1451,2006,6,21,NRMN,72.1
1452,2006,6,22,NRMN,74.41
1453,2006,6,23,NRMN,68.77
1454,2006,6,24,NRMN,66.4
1455,2006,6,25,NRMN,66.09
1456,2006,6,26,NRMN,62.69
1457,2006,6,27,NRMN,57.58
1458,2006,6,28,NRMN,59.97
1459,2006,6,29,NRMN,66.31
1460,2006,6,30,NRMN,67.68
1461,2006,7,1,NRMN,71.53
1462,2006,7,2,NRMN,72.23
1463,2006,7,3,NRMN,72.77
1464,2006,7,4,NRMN,72.64
1465,2006,7,5,NRMN,70.25
1466,2006,7,6,NRMN,66.97
1467,2006,7,7,NRMN,65.19
1468,2006,7,8,NRMN,64.98
1469,2006,7,9,NRMN,71.04
1470,2006,7,10,NRMN,69.91
1471,2006,7,11,NRMN,70.23
1472,2006,7,12,NRMN,75.69
1473,2006,7,13,NRMN,74.34
1474,2006,7,14,NRMN,78.98
1475,2006,7,15,NRMN,76.51
1476,2006,7,16,NRMN,77.52
1477,2006,7,17,NRMN,77.29
1478,2006,7,18,NRMN,79.18
1479,2006,7,19,NRMN,78.66
1480,2006,7,20,NRMN,75.29
1481,2006,7,21,NRMN,77.72
1482,2006,7,22,NRMN,67.64
1483,2006,7,23,NRMN,64.11
1484,2006,7,24,NRMN,67.71
1485,2006,7,25,NRMN,75.45
1486,2006,7,26,NRMN,74.79
1487,2006,7,27,NRMN,73.44
1488,2006,7,28,NRMN,78.22
1489,2006,7,29,NRMN,78.4
1490,2006,7,30,NRMN,78.3
1491,2006,7,31,NRMN,79.29
1492,2006,8,1,NRMN,80.1
1493,2006,8,2,NRMN,80.37
1494,2006,8,3,NRMN,74.8
1495,2006,8,4,NRMN,73.53
1496,2006,8,5,NRMN,75.94
1497,2006,8,6,NRMN,77.9
1498,2006,8,7,NRMN,73.31
1499,2006,8,8,NRMN,74.97
1500,2006,8,9,NRMN,79.38
1501,2006,8,10,NRMN,81.12
1502,2006,8,11,NRMN,74.08
1503,2006,8,12,NRMN,74.34
1504,2006,8,13,NRMN,77.61
1505,2006,8,14,NRMN,72.0
1506,2006,8,15,NRMN,71.13
1507,2006,8,16,NRMN,73.36
1508,2006,8,17,NRMN,73.27
1509,2006,8,18,NRMN,78.19
1510,2006,8,19,NRMN,74.66
1511,2006,8,20,NRMN,74.86
1512,2006,8,21,NRMN,71.91
1513,2006,8,22,NRMN,70.95
1514,2006,8,23,NRMN,72.37
1515,2006,8,24,NRMN,73.22
1516,2006,8,25,NRMN,81.68
1517,2006,8,26,NRMN,70.75
1518,2006,8,27,NRMN,70.61
1519,2006,8,28,NRMN,69.78
1520,2006,8,29,NRMN,63.25
